Name,Age,mlbID,Lev,Tm,Age,PA,AB,R,H,1B,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,position,team_abbr
Bryan Reynolds,31,668804,Maj-NL,Pittsburgh,31,2044,1833,237,479,302,99,11,67,252,174,483,25,5,0.261,0.331,0.437,RF,PIT
Matt Reynolds,32,608703,Maj-NL,Cincinnati,32,5,5,1,1,1,0,0,0,0,0,3,0,0,0.2,0.2,0.2,3B,CIN
Ben Rice,27,700250,Maj-AL,New York,27,783,678,108,163,81,40,4,38,104,85,171,4,3,0.24,0.33,0.479,1B,NYY
Austin Riley,29,663586,Maj-NL,Atlanta,29,1704,1544,243,413,253,80,6,74,213,129,435,6,2,0.267,0.328,0.471,3B,ATL
Edwin R\xc3\xados,30,621458,Maj-NL,"Chicago,Cincinnati",30,44,37,4,3,1,1,0,1,2,6,20,0,0,0.081,0.227,0.189,1B,
Ryan Ritter,25,690022,Maj-NL,Colorado,25,214,194,23,46,33,9,3,1,18,10,64,3,1,0.237,0.29,0.33,SS,COL
Alfonso Rivas III,26,663845,Maj-NL,"Pittsburgh,San Diego",26,123,109,8,25,11,10,1,3,15,9,36,1,0,0.229,0.303,0.422,1B,
Leo Rivas,28,660844,Maj-AL,Seattle,28,265,218,34,47,40,3,2,2,21,43,73,9,0,0.216,0.35,0.275,2B,SEA
Emmanuel Rivera,29,656896,"Maj-AL,Maj-NL","Arizona,Baltimore,Miami",29,731,660,64,164,126,27,2,9,74,55,151,4,0,0.248,0.308,0.336,3B,
Sebasti\xc3\xa1n Rivero,26,665861,Maj-AL,Los Angeles,26,34,33,4,6,4,2,0,0,2,1,9,1,0,0.182,0.206,0.242,C,LAA
Anthony Rizzo,34,519203,Maj-AL,New York,34,830,736,85,175,128,27,0,20,76,68,171,0,3,0.238,0.32,0.356,1B,NYY
Luis Robert Jr.,28,673357,"Maj-AL,Maj-NL","Chicago,New York",28,1500,1359,197,329,193,67,1,68,175,110,433,78,19,0.242,0.305,0.443,CF,
Will Robertson,27,683770,Maj-AL,"Chicago,Toronto",27,75,70,2,9,8,1,0,0,9,2,27,0,0,0.129,0.173,0.143,LF,
Chuckie Robinson,30,642020,"Maj-AL,Maj-NL","Chicago,Los Angeles",30,78,71,3,9,9,0,0,0,0,5,20,0,0,0.127,0.195,0.127,C,
V\xc3\xadctor Robles,29,645302,"Maj-AL,Maj-NL","Seattle,Washington",29,579,505,71,141,102,32,2,5,46,40,107,49,7,0.279,0.351,0.38,RF,
Brayan Rocchio,25,677587,Maj-AL,Cleveland,25,1013,893,104,200,137,45,2,16,97,83,209,18,11,0.224,0.3,0.333,SS,CLE
Alan Roden,25,702176,Maj-AL,"Minnesota,Toronto",25,153,136,17,26,17,6,1,2,9,8,37,1,1,0.191,0.261,0.294,LF,
Brendan Rodgers,28,663898,"Maj-AL,Maj-NL","Colorado,Houston",28,859,794,100,202,139,42,2,19,85,53,219,1,1,0.254,0.307,0.384,2B,
Endy Rodr\xc3\xadguez,25,682848,Maj-NL,Pittsburgh,25,261,238,32,50,34,11,2,3,15,22,63,0,1,0.21,0.276,0.311,1B,PIT
Johnathan Rodr\xc3\xadguez,25,671286,Maj-AL,Cleveland,25,120,105,12,18,10,5,1,2,15,15,38,1,0,0.171,0.275,0.295,RF,CLE
Jos\xc3\xa9 Rodriguez,22,679563,Maj-AL,Chicago,22,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,SS,CWS
Julio Rodr\xc3\xadguez,25,677594,Maj-AL,Seattle,25,2148,1970,295,527,346,86,6,89,278,142,517,91,22,0.268,0.325,0.453,CF,SEA
Jake Rogers,31,668670,Maj-AL,Detroit,31,883,799,110,165,94,34,3,34,107,68,269,2,1,0.207,0.274,0.384,C,DET
Trevor Rogers,27,669432,Maj-AL,Baltimore,27,2,2,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,P,BAL
Johan Rojas,24,679032,Maj-NL,Philadelphia,24,750,687,96,166,127,25,8,6,73,33,167,52,7,0.242,0.283,0.328,CF,PHI
Josh Rojas,31,668942,"Maj-AL,Maj-NL","Arizona,Chicago,Seattle",31,1034,922,109,206,145,45,2,14,82,92,237,26,5,0.223,0.294,0.322,3B,
Miguel Rojas,37,500743,Maj-NL,Los Angeles,37,1132,1033,129,268,193,55,1,19,97,74,134,21,5,0.259,0.312,0.37,2B,LAD
Chris Roller,27,676896,Maj-NL,Milwaukee,27,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,CF,MIL
Drew Romo,23,691011,Maj-NL,Colorado,23,56,54,4,9,6,3,0,0,6,2,21,0,1,0.167,0.196,0.222,C,COL
Brent Rooker,31,667670,Maj-AL,"Athletics,Oakland",31,1887,1675,239,444,251,86,6,101,278,179,520,23,4,0.265,0.341,0.504,RF,
Ben Rortvedt,27,666163,"Maj-AL,Maj-NL","Los Angeles,New York,Tampa Bay",27,545,477,44,94,70,18,0,6,46,56,133,1,0,0.197,0.291,0.273,C,
Amed Rosario,30,642708,"Maj-AL,Maj-NL","Cincinnati,Cleveland,Los Angeles,New York,Tampa Bay,Washington",30,1108,1046,123,283,199,55,12,17,119,47,208,28,7,0.271,0.306,0.395,3B,
Eddie Rosario,33,592696,Maj-NL,"Atlanta,Los Angeles,Washington",33,850,790,98,176,106,36,3,31,109,50,204,12,5,0.223,0.268,0.394,OF,
Eguy Rosario,24,666703,Maj-NL,San Diego,24,94,89,11,22,9,7,1,5,12,3,32,0,0,0.247,0.28,0.517,3B,
Darin Ruf,36,573131,Maj-NL,"Milwaukee,San Francisco",36,57,49,3,11,8,3,0,0,3,8,16,0,0,0.224,0.333,0.286,1B,
Esteury Ruiz,26,665923,"Maj-AL,Maj-NL","Los Angeles,Oakland",26,582,522,58,128,92,26,2,8,57,26,126,76,17,0.245,0.302,0.349,LF,
Keibert Ruiz,27,660688,Maj-NL,Washington,27,1338,1259,123,307,215,58,0,34,155,56,141,4,4,0.244,0.282,0.371,C,WSN
TJ Rumfield,26,681198,Maj-NL,Colorado,26,54,48,6,16,12,1,1,2,8,5,11,0,0,0.333,0.389,0.521,1B,COL
Dalton Rushing,25,687221,Maj-NL,Los Angeles,25,166,152,19,35,23,5,0,7,28,10,60,0,0,0.23,0.283,0.401,C,LAD
Blake Rutherford,26,666164,Maj-NL,Washington,26,36,35,4,6,6,0,0,0,2,1,10,0,0,0.171,0.194,0.171,LF,WSN
Adley Rutschman,28,668939,Maj-AL,Baltimore,28,1744,1530,191,384,258,75,4,47,187,195,271,2,2,0.251,0.335,0.397,C,BAL
Blake Sabol,27,666165,"Maj-AL,Maj-NL","Boston,San Francisco",27,398,356,41,85,59,13,0,13,46,30,132,4,2,0.239,0.308,0.385,C,
Thomas Saggese,24,695336,Maj-NL,St. Louis,24,384,357,34,90,66,21,0,3,31,22,106,3,1,0.252,0.298,0.336,2B,STL
C\xc3\xa9sar Salazar,29,663967,Maj-AL,Houston,29,67,56,6,13,11,2,0,0,9,5,14,0,0,0.232,0.318,0.268,C,HOU
Ali S\xc3\xa1nchez,28,645305,"Maj-AL,Maj-NL","Boston,Miami,Toronto",28,119,107,7,19,15,4,0,0,4,4,30,2,1,0.178,0.212,0.215,C,
Gary S\xc3\xa1nchez,33,596142,"Maj-AL,Maj-NL","Baltimore,Milwaukee,New York,San Diego",33,681,603,80,134,76,19,1,38,113,58,180,0,0,0.222,0.302,0.446,C,
Jes\xc3\xbas S\xc3\xa1nchez,28,660821,"Maj-AL,Maj-NL","Houston,Miami,Toronto",28,1485,1345,170,333,205,72,8,48,172,123,367,32,6,0.248,0.314,0.42,RF,
Miguel San\xc3\xb3,31,593934,Maj-AL,Los Angeles,31,95,83,9,17,12,3,0,2,6,9,36,0,0,0.205,0.295,0.313,3B,LAA
Javier Sanoja,23,691594,Maj-NL,Miami,23,414,383,44,97,60,27,4,6,47,21,50,7,6,0.253,0.293,0.392,2B,MIA
Carlos Santana,40,467793,"Maj-AL,Maj-NL","Arizona,Chicago,Cleveland,Milwaukee,Minnesota,Pittsburgh",40,1717,1513,192,351,222,71,1,57,212,185,302,17,0,0.232,0.317,0.393,1B,
Anthony Santander,30,623993,Maj-AL,"Baltimore,Toronto",30,1573,1408,191,331,179,70,3,79,218,141,347,7,1,0.235,0.309,0.457,RF,
Josh Sborz,29,622250,Maj-AL,Texas,29,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,P,TEX
Nolan Schanuel,24,694384,Maj-AL,Los Angeles,24,1363,1169,148,300,224,47,1,28,121,153,203,15,2,0.257,0.35,0.37,1B,LAA
Casey Schmitt,27,669477,Maj-NL,San Francisco,27,776,706,76,164,101,39,1,23,89,46,185,3,1,0.232,0.289,0.388,3B,SF
Daniel Schneemann,29,682177,Maj-AL,Cleveland,29,684,612,70,127,74,33,3,17,68,64,199,13,5,0.208,0.284,0.355,2B,CLE
Davis Schneider,27,676914,Maj-AL,Toronto,27,870,739,115,160,86,38,2,34,103,114,262,8,1,0.217,0.328,0.411,LF,TOR
Jonathan Schoop,31,570731,Maj-AL,Detroit,31,148,134,15,29,21,8,0,0,7,12,35,0,0,0.216,0.277,0.276,2B,DET
Max Schuemann,28,680474,Maj-AL,"Athletics,Oakland",28,672,579,75,123,94,18,2,9,47,69,154,21,2,0.212,0.306,0.297,3B,
Aaron Schunk,27,668845,Maj-NL,Colorado,27,131,126,15,28,22,4,0,2,7,4,41,0,1,0.222,0.246,0.302,SS,COL
Kyle Schwarber,33,656941,Maj-NL,Philadelphia,33,2287,1884,349,428,201,71,3,153,359,365,661,15,7,0.227,0.358,0.512,LF,PHI
Victor Scott II,25,687363,Maj-NL,St. Louis,25,663,581,72,122,89,25,1,7,50,49,164,41,6,0.21,0.282,0.293,CF,STL
Corey Seager,32,608369,Maj-AL,Texas,32,1651,1445,241,422,240,88,0,94,242,181,300,7,2,0.292,0.373,0.548,SS,TEX
Chandler Seagle,27,676882,Maj-NL,San Diego,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C,
Jean Segura,33,516416,Maj-NL,Miami,33,318,294,25,66,56,5,2,3,21,21,44,6,2,0.224,0.281,0.286,SS,MIA
Anthony Seigler,26,678011,Maj-NL,Milwaukee,26,73,62,6,12,11,1,0,0,5,8,16,2,0,0.194,0.292,0.21,2B,MIL
Marcus Semien,35,543760,"Maj-AL,Maj-NL","New York,Texas",35,2143,1916,298,473,308,87,8,70,252,196,332,32,7,0.247,0.319,0.41,2B,
Hayden Senger,28,663584,Maj-NL,New York,28,78,72,8,13,12,1,0,0,4,3,22,0,0,0.181,0.221,0.194,C,NYM
Nick Senzel,29,669222,"Maj-AL,Maj-NL","Chicago,Cincinnati,Washington",29,597,537,74,117,76,21,0,20,60,54,135,7,5,0.218,0.291,0.369,3B,
Brian Serven,29,661531,"Maj-AL,Maj-NL","Colorado,Toronto",29,91,83,5,12,7,5,0,0,4,5,32,0,0,0.145,0.211,0.205,C,
Bob Seymour,26,676044,Maj-AL,Tampa Bay,26,83,78,9,16,13,1,1,1,5,4,32,1,0,0.205,0.253,0.282,1B,TB
Matt Shaw,24,807713,Maj-NL,Chicago,24,502,448,60,100,60,22,3,15,51,45,108,19,6,0.223,0.294,0.386,3B,CHC
Gavin Sheets,30,657757,"Maj-AL,Maj-NL","Chicago,San Diego",30,1440,1303,122,304,194,67,2,41,165,116,291,6,3,0.233,0.299,0.382,LF,
Austin Shenton,26,668853,Maj-AL,Tampa Bay,26,50,42,3,9,3,5,0,1,3,8,14,0,0,0.214,0.34,0.405,1B,TB
Braden Shewmake,26,669699,"Maj-AL,Maj-NL","Atlanta,Chicago",26,71,68,4,8,5,2,0,1,4,1,11,5,1,0.118,0.127,0.191,SS,
Zack Short,30,670097,"Maj-AL,Maj-NL","Atlanta,Boston,Detroit,Houston,New York",30,397,341,37,65,42,14,0,9,45,46,108,7,2,0.191,0.29,0.311,SS,
Michael Siani,25,672279,Maj-NL,"Cincinnati,St. Louis",25,359,320,47,72,61,7,2,2,20,24,100,21,4,0.225,0.284,0.278,CF,
Ronny Simon,25,682927,Maj-NL,"Miami,Pittsburgh",25,88,77,10,18,15,3,0,0,7,8,15,1,0,0.234,0.299,0.273,2B,
Chandler Simpson,25,802415,Maj-AL,Tampa Bay,25,496,466,60,142,123,15,4,0,29,23,46,50,14,0.305,0.336,0.354,LF,TB
Jon Singleton,33,572138,"Maj-AL,Maj-NL","Houston,Milwaukee",33,523,458,57,99,67,16,1,15,55,61,136,0,0,0.216,0.306,0.354,1B,
Jose Siri,29,642350,"Maj-AL,Maj-NL","New York,Tampa Bay",29,848,772,114,151,75,31,3,42,103,55,315,28,10,0.196,0.255,0.407,OF,
Austin Slater,33,596103,"Maj-AL,Maj-NL","Baltimore,Chicago,Cincinnati,Miami,New York,San Francisco",33,601,530,71,122,90,19,1,12,52,58,178,7,4,0.23,0.312,0.338,LF,
Cam Smith,23,701358,Maj-AL,Houston,23,554,494,65,120,80,25,3,12,59,50,152,11,1,0.243,0.321,0.379,RF,HOU
Dominic Smith,31,642086,"Maj-AL,Maj-NL","Atlanta,Boston,Cincinnati,San Francisco,Washington",31,1145,1032,123,264,183,55,1,25,121,91,213,4,2,0.256,0.324,0.384,1B,
Josh Smith,28,669701,Maj-AL,Texas,28,1431,1253,167,301,207,61,4,29,113,130,282,25,5,0.24,0.327,0.365,SS,TEX
Kevin Smith,27,675656,Maj-AL,"New York,Oakland",27,146,135,15,25,16,4,0,5,11,5,51,1,0,0.185,0.22,0.326,SS,
Pavin Smith,30,656976,Maj-NL,Arizona,30,693,588,90,140,82,33,1,24,95,97,173,4,3,0.238,0.344,0.42,1B,ARI
Will Smith,31,669257,Maj-NL,Los Angeles,31,1717,1465,246,384,247,68,6,63,233,196,319,7,4,0.262,0.356,0.446,C,LAD
Canaan Smith-Njigba,24,675986,Maj-NL,Pittsburgh,24,32,27,3,3,1,1,1,0,5,4,13,1,0,0.111,0.219,0.222,CF,PIT
Tyler Soderstrom,24,691016,Maj-AL,"Athletics,Oakland",24,1035,930,109,232,143,48,2,39,139,91,252,9,3,0.249,0.322,0.431,LF,
Nick Sogard,27,686765,Maj-AL,Boston,27,197,179,27,48,35,13,0,0,17,12,50,5,1,0.268,0.321,0.341,1B,BOS
Nick Solak,30,669256,"Maj-AL,Maj-NL","Atlanta,Detroit,Pittsburgh",30,11,11,1,1,1,0,0,0,0,0,2,0,0,0.091,0.091,0.091,1B,
Donovan Solano,37,456781,"Maj-AL,Maj-NL","Minnesota,San Diego,Seattle,Texas",37,963,865,85,234,173,43,2,16,93,73,213,2,1,0.271,0.341,0.38,1B,
Jorge Soler,34,624585,"Maj-AL,Maj-NL","Atlanta,Los Angeles,Miami,San Francisco",34,1541,1337,202,317,172,71,1,73,188,170,405,2,0,0.237,0.329,0.455,RF,
Edmundo Sosa,30,624641,Maj-NL,Philadelphia,30,858,791,105,205,130,40,7,28,102,33,201,12,4,0.259,0.304,0.434,2B,PHI
Lenyn Sosa,26,672820,Maj-AL,Chicago,26,1114,1061,98,264,185,42,1,36,127,35,249,5,3,0.249,0.276,0.392,2B,CWS
Juan Soto,27,665742,"Maj-AL,Maj-NL","New York,San Diego",27,2226,1794,360,501,283,88,6,124,337,404,398,57,13,0.279,0.411,0.542,RF,
Livan Soto,24,670869,"Maj-AL,Maj-NL","Baltimore,Cincinnati,Los Angeles",24,28,22,3,5,4,1,0,0,0,6,5,0,0,0.227,0.393,0.273,SS,
George Springer,36,543807,Maj-AL,Toronto,36,2020,1777,280,457,294,81,5,77,226,202,381,55,9,0.257,0.338,0.438,RF,TOR
Jacob Stallings,35,607732,"Maj-AL,Maj-NL","Baltimore,Colorado,Miami",35,685,602,57,125,78,34,1,12,65,60,170,0,0,0.208,0.294,0.327,C,
Giancarlo Stanton,36,519317,Maj-AL,New York,36,1297,1163,142,270,139,48,0,83,225,122,392,2,0,0.232,0.306,0.488,DH,NYY
Spencer Steer,28,668715,Maj-NL,Cincinnati,28,1945,1718,218,419,250,95,9,65,257,192,420,47,7,0.244,0.327,0.423,1B,CIN
Michael Stefanic,29,683021,Maj-AL,"Los Angeles,Toronto",29,220,194,14,46,39,6,1,0,14,21,31,0,1,0.237,0.324,0.278,2B,
Tyler Stephenson,29,663886,Maj-NL,Cincinnati,29,1419,1259,171,307,192,65,3,47,177,138,381,1,2,0.244,0.323,0.412,C,CIN
Chad Stevens,26,677060,Maj-AL,Los Angeles,26,14,13,1,2,2,0,0,0,0,0,7,0,1,0.154,0.154,0.154,SS,LAA
Andrew Stevenson,29,664057,Maj-AL,Minnesota,29,40,37,4,7,6,1,0,0,1,2,8,4,1,0.189,0.25,0.216,CF,MIN
Cal Stevenson,28,670276,Maj-NL,"Philadelphia,San Francisco",28,47,41,3,8,5,3,0,0,7,6,8,0,0,0.195,0.298,0.268,OF,
DJ Stewart,30,621466,Maj-NL,New York,30,379,318,37,67,38,13,0,16,45,46,104,2,1,0.211,0.329,0.403,RF,NYM
Sal Stewart,22,701398,Maj-NL,Cincinnati,22,127,109,20,33,19,5,0,9,22,17,25,4,0,0.303,0.394,0.596,3B,CIN
Trevor Story,33,596115,Maj-AL,Boston,33,1005,938,116,230,151,47,0,32,132,54,289,49,7,0.245,0.292,0.398,SS,BOS
Bryson Stott,28,681082,Maj-NL,Philadelphia,28,1891,1698,216,438,315,75,8,40,198,155,312,96,12,0.258,0.321,0.382,2B,PHI
Kyle Stowers,27,669065,"Maj-AL,Maj-NL","Baltimore,Miami",27,699,621,77,157,92,32,5,28,97,64,211,5,2,0.253,0.328,0.456,LF,
Myles Straw,31,664702,Maj-AL,"Cleveland,Toronto",31,848,759,110,187,146,32,4,5,62,62,152,33,7,0.246,0.303,0.319,CF,
CJ Stubbs,28,667690,Maj-NL,Washington,28,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,C,WSN
Garrett Stubbs,32,596117,Maj-NL,Philadelphia,32,313,278,35,57,45,8,2,2,23,26,79,7,0,0.205,0.286,0.27,C,PHI
Eugenio Su\xc3\xa1rez,34,553993,"Maj-AL,Maj-NL","Arizona,Cincinnati,Seattle",34,2096,1853,258,440,246,86,2,106,331,174,622,8,3,0.237,0.312,0.458,3B,
Brett Sullivan,32,664954,Maj-NL,"Colorado,Pittsburgh,San Diego",32,135,125,9,27,20,5,0,2,12,7,30,0,0,0.216,0.259,0.304,C,
Daniel Susac,25,691740,Maj-NL,San Francisco,25,9,8,1,6,5,0,1,0,2,1,0,0,0,0.75,0.778,1.0,C,SF
Jack Suwinski,26,669261,Maj-NL,Pittsburgh,26,985,840,107,167,91,36,2,38,110,126,306,29,4,0.199,0.309,0.382,RF,PIT
Seiya Suzuki,31,673548,Maj-NL,Chicago,31,1859,1636,228,441,258,92,15,76,255,195,466,27,15,0.27,0.347,0.483,RF,CHC
Dansby Swanson,32,621020,Maj-NL,Chicago,32,1958,1758,255,419,270,78,8,63,229,179,498,49,7,0.238,0.31,0.399,SS,CHC
Trey Sweeney,25,700242,Maj-AL,Detroit,25,471,428,49,84,61,11,2,10,51,36,136,6,1,0.196,0.257,0.301,SS,DET
Raimel Tapia,29,606132,"Maj-AL,Maj-NL","Boston,Milwaukee,Tampa Bay",29,168,148,27,35,27,4,1,3,13,16,40,10,2,0.236,0.313,0.338,RF,
Fernando Tatis Jr.,27,665487,Maj-NL,San Diego,27,1875,1662,282,442,275,88,4,75,211,186,389,77,14,0.266,0.344,0.459,RF,
Mike Tauchman,34,643565,"Maj-AL,Maj-NL",Chicago,34,1136,970,158,247,174,47,2,24,117,148,242,13,3,0.255,0.359,0.381,RF,
Leody Taveras,27,665750,Maj-AL,"Baltimore,Seattle,Texas",27,1353,1237,149,297,202,57,8,30,135,96,298,50,13,0.24,0.293,0.372,OF,
Tim Tawa,27,694374,Maj-NL,Arizona,27,256,224,30,43,27,9,0,7,19,24,68,8,3,0.192,0.269,0.326,2B,ARI
Chris Taylor,34,621035,"Maj-AL,Maj-NL",Los Angeles,34,778,683,96,148,96,29,2,21,92,77,250,24,6,0.217,0.305,0.357,CF,
Michael A. Taylor,34,572191,"Maj-AL,Maj-NL","Chicago,Minnesota,Pittsburgh",34,1023,928,117,190,109,43,3,35,107,72,347,33,5,0.205,0.264,0.371,RF,
Samad Taylor,26,669392,Maj-AL,"Kansas City,Seattle",26,83,73,14,15,12,2,1,0,4,7,24,8,0,0.205,0.272,0.26,2B,
Tyrone Taylor,32,621438,Maj-NL,"Milwaukee,New York",32,998,922,127,213,125,60,7,21,104,47,223,32,4,0.231,0.282,0.38,CF,
Kyle Teel,23,691019,Maj-AL,Chicago,23,297,253,38,69,50,11,0,8,35,37,77,3,1,0.273,0.375,0.411,C,CWS
Rowdy Tellez,30,642133,"Maj-AL,Maj-NL","Milwaukee,Pittsburgh,Seattle,Texas",30,1080,980,98,226,144,38,1,43,152,82,256,2,0,0.231,0.29,0.403,1B,
Jos\xc3\xa9 Tena,25,677588,"Maj-AL,Maj-NL","Cleveland,Washington",25,393,365,39,92,67,20,2,3,37,26,97,9,2,0.252,0.303,0.342,3B,
Bryce Teodosio,27,669326,Maj-AL,Los Angeles,27,172,159,13,30,20,7,2,1,8,5,56,7,1,0.189,0.229,0.277,CF,LAA
Matt Thaiss,30,642136,Maj-AL,"Chicago,Los Angeles,Tampa Bay",30,683,575,62,122,88,21,1,12,63,93,187,6,1,0.212,0.328,0.315,C,
Alek Thomas,26,677950,Maj-NL,Arizona,26,1076,996,128,230,150,46,9,25,105,53,248,25,6,0.231,0.275,0.37,CF,ARI
Cody Thomas,28,642137,Maj-AL,Oakland,28,46,42,1,10,6,3,0,1,2,4,17,0,0,0.238,0.304,0.381,CF,OAK
Colby Thomas,24,687515,Maj-AL,Athletics,24,132,120,20,27,16,5,0,6,19,7,49,2,1,0.225,0.267,0.417,RF,
Lane Thomas,30,657041,"Maj-AL,Maj-NL","Cleveland,Kansas City,Washington",30,1418,1279,182,310,189,66,6,49,170,106,372,58,20,0.242,0.307,0.418,CF,
Rhylan Thomas,25,689041,Maj-AL,Seattle,25,10,8,2,1,0,1,0,0,2,1,0,0,0,0.125,0.2,0.25,LF,SEA
Bubba Thompson,26,669352,"Maj-AL,Maj-NL","Cincinnati,Texas",26,76,69,15,11,5,5,1,0,4,4,27,9,2,0.159,0.213,0.261,OF,
Trayce Thompson,32,572204,"Maj-AL,Maj-NL","Chicago,Los Angeles",32,179,153,17,25,17,2,0,6,17,24,77,2,0,0.163,0.285,0.294,RF,
Michael Toglia,26,669911,Maj-NL,Colorado,26,947,846,102,168,90,34,4,40,96,92,329,14,2,0.199,0.278,0.39,1B,COL
Tyler Tolbert,28,686475,Maj-AL,Kansas City,28,59,52,19,14,11,2,0,1,6,1,12,21,3,0.269,0.31,0.365,2B,KC
Spencer Torkelson,26,679529,Maj-AL,Detroit,26,1826,1603,224,370,205,90,3,72,221,189,482,5,2,0.231,0.318,0.425,1B,DET
Abraham Toro,28,647351,"Maj-AL,Maj-NL","Boston,Milwaukee,Oakland",28,669,614,71,151,105,30,1,15,62,36,109,6,3,0.246,0.298,0.371,1B,
Luis Torrens,30,620443,"Maj-AL,Maj-NL","Chicago,New York,Seattle",30,460,424,37,97,62,26,1,8,52,29,95,1,1,0.229,0.285,0.351,C,
Gleyber Torres,29,650402,Maj-AL,"Detroit,New York",29,2132,1855,269,482,339,82,2,59,216,241,365,20,10,0.26,0.345,0.402,2B,
Ezequiel Tovar,24,678662,Maj-NL,Colorado,24,1752,1647,209,428,258,107,12,51,190,70,477,23,13,0.26,0.292,0.432,SS,COL
Taylor Trammell,28,666211,"Maj-AL,Maj-NL","Houston,Los Angeles,New York,Seattle",28,205,174,25,32,18,8,0,6,26,29,68,3,3,0.184,0.302,0.333,LF,
Alan Trejo,29,676701,Maj-NL,Colorado,29,337,310,31,64,47,13,0,4,28,19,73,5,1,0.206,0.254,0.287,SS,COL
Jose Trevino,33,624431,"Maj-AL,Maj-NL","Cincinnati,New York",33,718,661,70,146,101,29,0,16,66,44,104,1,1,0.221,0.271,0.337,C,
Jared Triolo,28,669707,Maj-NL,Pittsburgh,28,1057,929,114,219,159,38,3,19,92,107,262,27,4,0.236,0.32,0.344,SS,PIT
Chadwick Tromp,30,644433,"Maj-AL,Maj-NL","Atlanta,Baltimore",30,92,89,6,18,9,8,0,1,8,2,30,0,0,0.202,0.217,0.326,C,
Mike Trout,34,545361,Maj-AL,Los Angeles,34,1105,919,154,220,129,31,4,56,128,161,324,12,1,0.239,0.36,0.465,RF,LAA
Cole Tucker,27,657061,"Maj-AL,Maj-NL","Colorado,Los Angeles",27,67,58,5,13,8,4,1,0,5,7,19,3,1,0.224,0.313,0.328,SS,
Kyle Tucker,29,663656,"Maj-AL,Maj-NL","Chicago,Houston,Los Angeles",29,1752,1472,262,401,238,79,9,75,242,243,263,68,9,0.272,0.375,0.491,RF,
Brice Turang,26,668930,Maj-NL,Milwaukee,26,1832,1636,231,417,305,69,10,33,182,169,378,107,19,0.255,0.325,0.37,2B,MIL
Justin Turner,40,457759,"Maj-AL,Maj-NL","Boston,Chicago,Seattle,Toronto",40,1353,1185,157,309,210,62,0,37,168,126,241,6,3,0.261,0.34,0.407,1B,
Trea Turner,33,607208,Maj-NL,Philadelphia,33,2018,1869,305,535,359,100,11,65,217,127,387,94,12,0.286,0.336,0.456,SS,PHI
Luis Ur\xc3\xadas,28,649966,"Maj-AL,Maj-NL","Athletics,Boston,Milwaukee,Seattle",28,612,521,56,112,77,20,0,15,59,61,120,2,1,0.215,0.321,0.34,SS,
Ram\xc3\xb3n Ur\xc3\xadas,32,602104,"Maj-AL,Maj-NL","Baltimore,Houston,St. Louis",32,1122,1016,121,257,173,52,5,27,125,79,253,7,2,0.253,0.313,0.394,3B,
Gio Urshela,33,570482,"Maj-AL,Maj-NL","Athletics,Atlanta,Detroit,Los Angeles",33,888,829,65,213,158,41,3,11,96,46,149,3,3,0.257,0.295,0.353,3B,
Enmanuel Valdez,26,665839,"Maj-AL,Maj-NL","Boston,Pittsburgh",26,474,431,47,99,59,24,2,14,59,36,106,6,2,0.23,0.288,0.392,1B,
Brandon Valenzuela,25,678218,Maj-AL,Toronto,25,15,15,2,3,2,0,0,1,2,0,6,0,0,0.2,0.2,0.4,C,TOR
George Valera,24,671655,Maj-AL,Cleveland,24,55,48,9,11,5,3,0,3,6,7,15,0,0,0.229,0.327,0.479,RF,CLE
Ildemaro Vargas,34,545121,Maj-NL,"Arizona,Washington",34,740,677,71,176,130,33,4,9,85,42,70,10,5,0.26,0.305,0.36,2B,
Miguel Vargas,26,678246,"Maj-AL,Maj-NL","Chicago,Los Angeles",26,1159,1009,145,207,115,56,7,29,115,123,229,15,3,0.205,0.297,0.361,3B,
Daulton Varsho,29,662139,Maj-AL,Toronto,29,1495,1352,198,298,159,63,13,63,187,120,375,29,10,0.22,0.288,0.426,CF,TOR
Andrew Vaughn,28,683734,"Maj-AL,Maj-NL","Chicago,Milwaukee",28,1710,1568,161,393,253,81,3,56,218,109,341,2,0,0.251,0.305,0.413,1B,
Terrin Vavra,28,679631,Maj-AL,Baltimore,28,57,50,9,12,12,0,0,0,5,5,12,1,0,0.24,0.309,0.24,2B,BAL
Christian V\xc3\xa1zquez,35,543877,Maj-AL,"Houston,Minnesota",35,905,830,80,180,130,33,0,17,81,55,185,5,2,0.217,0.268,0.318,C,
Luis V\xc3\xa1zquez,25,676679,"Maj-AL,Maj-NL","Baltimore,Chicago",25,67,62,8,9,7,1,0,1,4,3,20,2,0,0.145,0.194,0.21,SS,
Zac Veen,23,691728,Maj-NL,Colorado,23,37,34,1,4,2,1,0,1,2,2,14,1,1,0.118,0.189,0.235,LF,COL
